Age,Attrition,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome
50,0,Travel_Rarely,Research & Development,Medical,4,Male,3,4,4,Divorced,17399,No,32,2,5,4,1,3,1
33,0,Travel_Frequently,Research & Development,Other,3,Female,4,2,2,Married,5488,Yes,6,3,6,5,1,2,1
41,0,Travel_Frequently,Research & Development,Medical,1,Male,3,5,3,Divorced,19419,No,21,4,18,16,0,11,9
27,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,3,1,2,Married,2811,No,4,3,2,2,2,2,16
45,0,Non-Travel,Research & Development,Life Sciences,4,Male,3,2,1,Married,3633,Yes,9,3,9,8,0,8,23
47,0,Travel_Rarely,Sales,Life Sciences,4,Female,3,2,4,Single,4163,Yes,9,3,9,0,0,7,4
30,1,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,1,3,Married,2132,Yes,7,3,5,2,0,1,22
50,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,4,3,Married,13973,Yes,22,3,12,11,1,5,24
38,0,Travel_Frequently,Research & Development,Medical,3,Male,3,1,3,Married,2684,No,3,2,2,1,0,2,10
46,0,Travel_Rarely,Research & Development,Medical,4,Male,3,3,3,Divorced,10845,No,13,3,8,7,0,7,7
24,0,Travel_Rarely,Research & Development,Medical,4,Female,2,2,3,Divorced,4377,No,5,3,4,2,3,2,17
35,1,Travel_Rarely,Research & Development,Other,3,Male,2,1,2,Divorced,3743,Yes,5,1,4,2,0,2,14
31,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,3,2,1,Married,4148,No,4,3,4,3,0,3,1
18,0,Non-Travel,Research & Development,Life Sciences,2,Male,3,1,4,Single,1051,No,0,3,0,0,0,0,5
54,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,3,3,3,Married,10739,No,22,3,10,7,0,8,17
35,0,Travel_Rarely,Research & Development,Medical,3,Female,3,3,3,Divorced,10388,Yes,16,2,16,10,10,1,25
30,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,4,3,1,Married,11416,Yes,9,2,8,7,1,7,8
20,1,Travel_Rarely,Research & Development,Medical,4,Female,2,1,1,Single,2600,Yes,1,3,1,0,0,0,11
30,1,Travel_Frequently,Research & Development,Medical,2,Female,3,1,2,Single,2422,No,4,3,3,2,1,2,5
26,0,Travel_Rarely,Research & Development,Medical,4,Male,4,2,4,Married,5472,No,8,3,8,7,1,3,2
22,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,1,1,1,Married,2451,No,4,2,4,3,1,1,8
48,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,2,2,3,Single,4240,No,19,3,2,2,2,2,6
48,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,2,3,3,Single,10999,No,27,3,15,11,4,8,4
41,0,Travel_Rarely,Research & Development,Medical,4,Female,3,2,3,Single,5003,No,8,3,2,2,2,1,7
39,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,4,4,Married,12742,No,21,3,21,6,11,8,1
27,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,2,4,Married,4227,No,4,3,3,2,2,2,2
35,0,Travel_Rarely,Research & Development,Other,2,Male,3,1,4,Divorced,3917,No,3,2,3,2,1,2,10
42,0,Travel_Rarely,Sales,Marketing,4,Male,3,5,3,Married,18303,No,21,4,1,0,0,0,5
50,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,4,Married,2380,No,8,3,1,0,0,0,9
59,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,4,4,Single,13726,Yes,30,3,5,3,4,3,2
37,1,Travel_Rarely,Research & Development,Medical,1,Female,1,2,2,Married,4777,No,15,1,1,0,0,0,11
55,0,Travel_Frequently,Research & Development,Medical,3,Male,3,2,2,Married,6385,Yes,17,3,8,7,6,7,18
41,0,Non-Travel,Research & Development,Life Sciences,2,Female,1,5,3,Divorced,19973,No,21,3,21,16,5,10,7
38,0,Travel_Rarely,Sales,Life Sciences,2,Male,3,2,4,Single,6861,Yes,19,3,1,0,0,0,3
26,1,Non-Travel,Sales,Medical,2,Male,1,2,1,Single,4969,No,7,3,2,2,2,2,29
52,1,Travel_Rarely,Sales,Marketing,1,Female,1,5,4,Married,19845,No,33,3,32,14,6,9,2
44,0,Travel_Rarely,Sales,Medical,4,Female,4,4,4,Married,13320,Yes,23,3,12,11,11,11,28
50,0,Non-Travel,Sales,Life Sciences,4,Female,3,2,3,Married,6347,No,19,3,18,7,0,13,1
36,1,Travel_Rarely,Research & Development,Life Sciences,3,Female,4,1,1,Single,2743,No,18,3,17,13,15,14,16
39,0,Travel_Frequently,Research & Development,Medical,4,Female,3,3,1,Single,10880,Yes,21,3,21,6,2,8,22
33,0,Non-Travel,Sales,Life Sciences,2,Female,2,1,4,Single,2342,No,3,2,2,2,2,2,8
45,0,Travel_Rarely,Sales,Life Sciences,4,Female,3,4,4,Married,17650,No,26,4,9,3,1,1,11
32,0,Non-Travel,Research & Development,Medical,4,Female,3,1,3,Single,4025,No,10,3,8,7,7,7,29
34,0,Travel_Rarely,Sales,Marketing,2,Male,4,2,4,Divorced,9725,No,16,2,15,1,0,9,1
59,0,Travel_Rarely,Sales,Technical Degree,2,Male,3,3,4,Married,11904,Yes,14,1,6,4,0,4,1
45,0,Travel_Rarely,Human Resources,Medical,2,Male,3,1,2,Single,2177,No,6,3,6,3,0,4,24
53,0,Travel_Frequently,Sales,Marketing,3,Female,2,3,2,Married,7525,No,30,3,15,7,6,12,2
36,1,Travel_Rarely,Research & Development,Other,1,Male,3,2,3,Divorced,4834,No,9,2,1,0,0,0,15
26,1,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,1,1,Married,2042,Yes,6,3,3,2,1,2,2
34,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,1,3,Married,2220,Yes,1,3,1,1,0,0,10
28,0,Travel_Rarely,Sales,Medical,4,Male,3,1,2,Married,1052,No,1,3,1,0,0,0,10
38,0,Travel_Frequently,Research & Development,Other,3,Male,3,1,3,Married,2821,No,8,3,2,2,2,2,3
50,0,Travel_Rarely,Research & Development,Medical,2,Male,3,5,3,Married,19237,Yes,29,2,8,1,7,7,2
37,0,Travel_Rarely,Research & Development,Other,4,Female,3,2,2,Single,4107,No,8,2,4,3,0,1,3
40,0,Travel_Rarely,Sales,Marketing,3,Male,3,2,1,Married,8396,No,8,2,7,7,7,5,26
26,0,Travel_Frequently,Research & Development,Medical,1,Female,2,1,3,Divorced,2007,No,5,3,5,3,1,3,1
46,0,Travel_Rarely,Research & Development,Medical,4,Male,3,5,4,Divorced,19627,No,23,3,2,2,2,2,1
54,0,Travel_Rarely,Sales,Life Sciences,3,Female,2,3,3,Married,10686,No,13,3,9,4,7,0,2
56,0,Travel_Frequently,Research & Development,Medical,1,Female,3,1,3,Married,2942,No,18,3,5,4,0,3,9
36,0,Travel_Rarely,Research & Development,Medical,4,Female,2,3,4,Single,8858,No,15,2,14,8,7,8,12
55,0,Non-Travel,Research & Development,Medical,3,Male,2,4,1,Single,16756,No,31,4,9,7,6,2,2
43,0,Travel_Rarely,Sales,Medical,3,Male,2,3,4,Divorced,10798,No,18,3,1,0,0,0,25
20,1,Travel_Frequently,Sales,Marketing,4,Female,3,1,4,Single,2323,Yes,2,3,2,2,0,2,9
21,1,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,1,1,Single,1416,No,1,2,1,0,1,0,10
46,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,2,1,Divorced,4615,Yes,19,3,16,13,1,7,8
51,1,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,3,Married,2461,Yes,18,4,10,0,2,7,4
28,1,Non-Travel,Research & Development,Technical Degree,2,Male,2,3,1,Single,8722,No,10,2,10,7,1,9,24
26,0,Travel_Rarely,Research & Development,Medical,1,Male,2,1,1,Married,3955,No,6,3,5,3,1,3,1
30,0,Travel_Rarely,Research & Development,Other,3,Male,3,2,1,Married,9957,No,7,2,6,2,0,2,20
41,0,Travel_Rarely,Research & Development,Technical Degree,2,Female,4,1,3,Married,3376,No,10,3,10,6,0,8,7
38,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,3,3,Married,8823,No,20,2,19,9,1,9,17
40,0,Travel_Rarely,Research & Development,Technical Degree,1,Male,3,3,4,Married,10322,No,14,3,11,10,11,1,20
27,0,Non-Travel,Research & Development,Life Sciences,1,Male,1,1,3,Married,4621,No,3,3,3,2,1,2,8
55,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,3,2,Married,10976,No,23,3,3,2,1,2,2
28,0,Travel_Rarely,Research & Development,Other,3,Female,3,2,3,Single,3660,No,10,4,8,7,1,7,10
44,1,Travel_Rarely,Human Resources,Medical,2,Male,2,3,1,Married,10482,No,24,3,20,6,3,6,1
33,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,3,4,Divorced,7119,No,9,3,3,2,1,2,5
35,1,Travel_Rarely,Sales,Technical Degree,4,Male,3,3,1,Single,9582,Yes,9,3,8,7,4,7,4
33,1,Travel_Frequently,Research & Development,Medical,1,Female,2,2,3,Single,4508,No,14,3,13,7,3,8,29
28,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,3,Divorced,2207,No,4,2,4,2,2,2,15
34,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,2,4,Single,7756,No,7,2,6,2,0,4,3
37,0,Travel_Rarely,Sales,Life Sciences,4,Female,2,2,4,Divorced,6694,Yes,8,3,1,0,0,0,10
25,1,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,1,4,Married,3691,Yes,7,4,7,7,5,6,4
26,1,Travel_Rarely,Research & Development,Medical,1,Male,3,1,3,Divorced,2377,No,1,2,1,1,0,0,21
33,1,Travel_Rarely,Research & Development,Medical,1,Male,2,1,2,Single,2313,Yes,5,3,2,2,2,2,25
42,0,Travel_Rarely,Research & Development,Medical,4,Male,3,4,1,Married,17665,No,23,3,22,6,13,7,2
28,1,Travel_Frequently,Research & Development,Medical,1,Male,2,1,2,Divorced,2596,No,1,3,1,0,0,0,1
50,1,Travel_Frequently,Sales,Other,4,Male,3,2,3,Single,4728,Yes,5,3,0,0,0,0,1
33,0,Travel_Frequently,Sales,Life Sciences,4,Female,3,2,2,Married,4302,No,4,3,3,2,0,2,7
34,0,Non-Travel,Research & Development,Life Sciences,3,Male,2,1,4,Married,2979,No,6,3,0,0,0,0,3
48,0,Non-Travel,Research & Development,Medical,1,Male,4,4,4,Single,16885,No,27,2,5,4,2,1,1
45,0,Non-Travel,Sales,Life Sciences,2,Female,2,2,3,Married,5593,No,15,3,15,10,4,12,9
52,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,3,2,Single,10445,No,18,3,8,6,4,0,7
38,0,Travel_Rarely,Sales,Marketing,3,Male,2,3,3,Divorced,8740,Yes,9,3,8,7,2,7,10
29,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,4,Divorced,2514,No,11,3,7,5,1,7,28
28,0,Travel_Rarely,Research & Development,Medical,4,Female,3,3,2,Divorced,7655,No,10,2,9,7,1,7,3
46,0,Travel_Rarely,Sales,Marketing,1,Male,3,4,3,Married,17465,No,23,3,12,9,4,9,3
38,0,Travel_Rarely,Sales,Marketing,4,Male,3,3,2,Single,7351,No,10,3,1,0,0,0,2
43,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,3,3,1,Married,10820,No,18,3,8,7,0,1,27
39,1,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,4,4,Divorced,12169,No,21,3,18,7,11,5,2
40,0,Travel_Rarely,Research & Development,Medical,3,Male,2,5,3,Single,19626,No,21,4,20,7,4,9,14
21,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,2,1,2,Single,2070,Yes,2,4,2,2,2,2,1
39,0,Non-Travel,Research & Development,Life Sciences,3,Male,3,2,2,Single,6782,No,9,2,5,4,0,3,9
36,0,Non-Travel,Research & Development,Life Sciences,1,Male,3,2,4,Single,7779,No,18,3,11,9,0,9,18
31,0,Travel_Frequently,Sales,Life Sciences,3,Male,4,1,4,Married,2791,No,3,3,2,2,2,2,20
28,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,2,1,2,Married,3201,No,6,1,5,3,0,4,2
35,0,Travel_Frequently,Sales,Marketing,4,Male,3,2,4,Divorced,4968,No,5,3,5,2,0,2,11
49,0,Travel_Rarely,Sales,Technical Degree,4,Male,2,4,2,Married,13120,No,22,3,9,8,2,3,8
34,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,2,3,Single,4033,No,5,2,3,2,0,2,2
29,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,1,2,Divorced,3291,No,8,2,7,5,1,1,10
42,0,Travel_Rarely,Research & Development,Medical,2,Male,1,2,4,Single,4272,No,16,3,1,0,0,0,29
29,0,Travel_Rarely,Research & Development,Medical,2,Male,2,2,4,Married,5056,Yes,10,2,10,7,1,2,8
38,0,Travel_Rarely,Human Resources,Human Resources,3,Male,4,1,3,Married,2844,No,7,4,7,6,5,0,1
28,0,Travel_Frequently,Research & Development,Life Sciences,3,Male,2,1,3,Divorced,2703,Yes,3,3,3,1,0,2,6
18,1,Non-Travel,Research & Development,Medical,3,Male,3,1,3,Single,1904,No,0,3,0,0,0,0,8
33,1,Travel_Rarely,Sales,Marketing,1,Female,3,2,1,Single,8224,Yes,6,3,5,2,0,3,9
41,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,4,Married,4766,Yes,6,3,1,0,0,0,12
31,1,Travel_Frequently,Research & Development,Medical,3,Male,3,1,3,Married,2610,No,2,2,2,2,2,2,15
37,0,Travel_Rarely,Research & Development,Medical,3,Female,2,2,4,Divorced,5731,No,9,3,6,2,1,3,25
27,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,1,3,Married,2539,No,4,3,4,2,2,2,6
34,0,Travel_Rarely,Sales,Life Sciences,2,Female,3,2,3,Married,5714,No,6,2,6,5,1,3,9
35,0,Travel_Rarely,Human Resources,Technical Degree,3,Male,3,1,3,Single,4323,No,6,1,5,4,1,4,8
29,1,Travel_Rarely,Sales,Life Sciences,4,Female,2,3,1,Married,7336,No,11,1,11,8,3,10,23
40,0,Travel_Frequently,Research & Development,Medical,2,Female,3,3,3,Single,13499,No,20,2,18,7,2,13,9
42,1,Travel_Frequently,Sales,Life Sciences,3,Male,3,4,1,Single,13758,Yes,22,2,21,9,13,14,12
42,0,Travel_Rarely,Sales,Marketing,2,Male,3,2,1,Single,5155,No,9,4,6,4,1,5,4
35,0,Travel_Rarely,Research & Development,Medical,4,Male,2,1,3,Married,2258,No,10,3,8,0,1,7,1
24,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,2,Single,3597,No,6,3,4,3,1,2,24
28,1,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,4,Married,2515,Yes,1,2,1,1,0,0,12
26,0,Travel_Rarely,Research & Development,Medical,1,Male,4,1,4,Married,4420,No,8,3,8,7,0,7,3
30,0,Travel_Rarely,Sales,Marketing,3,Male,2,2,3,Married,6578,No,10,3,10,3,1,4,10
40,0,Travel_Frequently,Research & Development,Medical,3,Female,2,2,4,Married,4422,Yes,16,1,1,1,0,0,26
35,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,2,3,2,Divorced,10274,No,15,4,7,7,6,4,2
34,0,Travel_Frequently,Research & Development,Medical,4,Male,2,2,1,Single,5343,No,14,3,13,9,4,9,1
35,0,Travel_Frequently,Research & Development,Other,4,Male,2,1,4,Married,2376,No,2,4,2,2,2,2,4
43,1,Travel_Rarely,Sales,Marketing,1,Female,1,2,3,Single,5346,No,7,2,4,3,1,3,9
32,0,Non-Travel,Sales,Life Sciences,3,Female,3,1,1,Divorced,2827,No,1,3,1,0,0,0,2
56,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,3,5,1,Divorced,19943,No,28,3,5,2,4,2,4
29,0,Travel_Rarely,Research & Development,Medical,2,Female,3,1,4,Married,3131,No,10,3,10,8,0,8,6
19,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,1,Single,2552,No,1,3,1,1,0,0,9
45,0,Travel_Rarely,Research & Development,Medical,1,Female,3,1,3,Married,4477,Yes,7,2,3,2,0,2,7
37,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,2,4,Married,6474,No,14,2,14,8,3,11,1
20,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,2,1,3,Single,3033,No,2,2,2,2,1,2,3
44,1,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,3,Single,2936,Yes,6,3,6,4,0,2,10
53,0,Travel_Rarely,Research & Development,Medical,4,Female,3,5,3,Divorced,18606,No,26,3,7,7,4,7,7
29,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,1,1,4,Married,2168,Yes,6,2,5,4,1,3,15
22,1,Travel_Frequently,Research & Development,Life Sciences,3,Male,2,1,4,Married,2853,Yes,1,3,0,0,0,0,3
46,0,Travel_Rarely,Sales,Marketing,3,Female,3,4,1,Married,17048,No,28,3,26,15,15,9,2
44,0,Non-Travel,Research & Development,Life Sciences,4,Male,1,1,3,Single,2290,No,6,3,0,0,0,0,17
33,0,Travel_Rarely,Human Resources,Human Resources,2,Male,3,1,3,Married,3600,No,5,3,5,4,1,4,2
41,1,Non-Travel,Research & Development,Life Sciences,1,Male,2,1,1,Divorced,2107,No,5,1,1,0,0,0,5
30,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,2,1,Divorced,4115,No,8,3,4,3,0,3,29
40,0,Travel_Frequently,Sales,Medical,2,Male,3,2,2,Married,4327,No,5,3,0,0,0,0,2
50,0,Travel_Frequently,Research & Development,Medical,4,Female,3,4,1,Married,17856,No,32,3,2,2,2,2,2
28,0,Travel_Rarely,Research & Development,Medical,4,Male,2,1,1,Married,3196,No,6,3,6,5,3,3,19
46,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,5,2,Married,19081,No,25,3,4,2,0,3,15
35,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,2,1,Married,8966,Yes,15,3,7,7,1,7,17
24,1,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,1,2,Married,2210,No,1,1,1,0,0,0,17
33,0,Travel_Frequently,Sales,Medical,2,Female,3,2,3,Married,4539,No,10,2,10,7,0,1,25
36,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,1,1,3,Divorced,2741,No,7,3,7,7,1,7,6
30,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,2,3,Divorced,3491,No,10,2,10,7,8,9,7
44,0,Travel_Rarely,Research & Development,Other,4,Male,3,2,4,Single,4541,No,20,3,20,11,13,17,29
20,0,Travel_Rarely,Sales,Marketing,3,Male,4,1,4,Single,2678,No,2,3,2,1,2,2,21
46,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,2,4,Divorced,7379,No,12,2,6,3,1,4,2
42,0,Non-Travel,Human Resources,Medical,4,Male,4,2,1,Married,6272,No,10,4,4,3,0,3,2
60,0,Travel_Rarely,Sales,Marketing,2,Male,4,2,4,Divorced,5220,Yes,12,3,11,7,1,9,7
32,0,Travel_Frequently,Research & Development,Other,3,Female,2,1,2,Married,2743,No,2,3,2,2,2,2,13
32,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,2,3,Single,4998,Yes,10,3,8,7,0,7,2
36,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,1,3,1,Divorced,10252,Yes,17,3,7,7,7,7,1
33,0,Travel_Rarely,Research & Development,Medical,1,Male,3,1,4,Married,2781,No,15,3,14,10,4,10,9
40,0,Travel_Rarely,Sales,Technical Degree,2,Female,2,2,2,Divorced,6852,No,7,4,5,1,1,3,10
25,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,2,4,Single,4950,No,5,3,4,3,1,1,10
30,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,2,Married,3579,Yes,12,3,11,9,5,7,1
42,0,Travel_Frequently,Research & Development,Medical,1,Female,3,3,1,Married,13191,Yes,20,3,1,0,0,0,26
35,0,Non-Travel,Sales,Marketing,3,Female,2,3,4,Married,10377,Yes,16,2,13,2,4,12,8
27,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,1,Married,2235,Yes,9,2,9,7,6,8,14
54,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,3,3,Divorced,10502,No,33,1,5,4,1,4,1
44,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,4,1,4,Married,2011,No,10,3,10,5,7,7,2
19,1,Non-Travel,Research & Development,Medical,1,Female,2,1,2,Single,1859,Yes,1,4,1,1,0,0,10
29,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,1,4,Divorced,3760,No,3,3,3,2,1,2,1
54,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,4,4,Married,17779,No,36,3,10,9,0,9,3
31,0,Travel_Rarely,Research & Development,Medical,3,Male,3,2,1,Married,6833,Yes,6,2,6,5,0,1,11
31,0,Travel_Rarely,Research & Development,Medical,3,Female,2,2,1,Single,6812,No,10,3,10,9,1,8,24
59,0,Travel_Rarely,Sales,Life Sciences,3,Female,2,2,4,Single,5171,No,13,3,6,1,0,5,3
43,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,1,5,4,Married,19740,No,25,3,8,7,0,7,3
49,0,Travel_Rarely,Research & Development,Medical,1,Male,2,5,3,Married,18711,No,23,4,1,0,0,0,4
36,0,Travel_Frequently,Research & Development,Technical Degree,3,Male,3,1,2,Married,3692,No,12,2,11,10,0,7,3
48,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,4,1,2,Single,2559,No,7,2,1,0,0,0,2
27,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,3,Divorced,2517,No,5,3,5,3,0,3,4
29,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,2,4,Divorced,6623,Yes,6,3,6,0,1,0,7
48,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,5,4,Single,18265,No,25,4,1,0,0,0,1
29,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,2,4,4,Divorced,16124,No,9,2,7,7,1,7,1
34,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,4,1,3,Married,2585,No,2,2,1,0,0,0,20
44,0,Travel_Rarely,Sales,Marketing,2,Male,3,5,2,Married,18213,No,26,3,22,9,3,10,5
33,0,Travel_Rarely,Sales,Marketing,4,Male,4,3,3,Divorced,8380,Yes,10,3,9,8,0,8,10
19,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,4,1,4,Single,2994,Yes,1,3,1,0,0,1,25
23,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,3,Married,1223,No,1,3,1,0,0,1,1
25,1,Travel_Frequently,Sales,Life Sciences,3,Male,1,1,4,Single,1118,Yes,1,3,1,0,1,0,24
26,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,4,Single,2875,Yes,8,2,8,5,2,2,4
45,1,Travel_Rarely,Sales,Marketing,1,Female,1,5,2,Single,18824,Yes,26,3,24,10,1,11,2
55,0,Non-Travel,Research & Development,Medical,4,Male,2,4,2,Divorced,13577,Yes,34,3,33,9,15,0,8
21,1,Travel_Frequently,Research & Development,Life Sciences,1,Female,2,1,3,Single,2625,No,2,1,2,2,2,2,10
46,0,Travel_Rarely,Sales,Marketing,4,Female,2,5,2,Married,18789,No,26,3,11,4,0,8,4
34,0,Travel_Rarely,Sales,Marketing,3,Female,3,2,1,Single,4538,Yes,4,3,3,2,0,2,2
51,0,Travel_Frequently,Sales,Life Sciences,4,Male,3,5,2,Divorced,19847,Yes,31,2,29,10,11,10,9
59,0,Travel_Rarely,Research & Development,Medical,4,Male,3,3,4,Single,10512,No,25,2,9,7,5,4,18
34,0,Travel_Frequently,Research & Development,Medical,3,Female,3,2,2,Divorced,4444,No,15,4,11,8,5,10,19
28,0,Travel_Frequently,Research & Development,Medical,4,Male,3,1,3,Single,2154,Yes,5,2,4,2,0,2,1
44,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,5,1,Divorced,19190,No,26,2,25,9,14,13,4
34,0,Travel_Frequently,Human Resources,Life Sciences,3,Male,2,2,2,Married,4490,No,14,4,10,9,1,8,11
35,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,3,Married,3506,Yes,4,3,3,2,2,2,6
42,0,Travel_Rarely,Research & Development,Medical,2,Female,4,2,2,Married,2372,Yes,18,3,1,0,0,0,7
43,0,Travel_Rarely,Sales,Marketing,4,Female,2,3,4,Single,10231,No,23,4,21,7,15,17,4
36,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,2,2,Single,5410,Yes,18,3,16,14,5,12,2
44,1,Travel_Rarely,Research & Development,Medical,1,Female,3,3,4,Married,7978,No,10,3,10,7,0,5,15
28,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,2,1,4,Married,3867,Yes,2,3,2,2,2,2,2
51,0,Travel_Frequently,Research & Development,Medical,2,Female,2,1,3,Single,2838,No,8,2,7,0,7,7,6
30,0,Non-Travel,Research & Development,Medical,3,Female,3,2,3,Single,4695,Yes,10,3,8,4,1,7,9
29,1,Travel_Rarely,Research & Development,Technical Degree,2,Female,3,1,3,Divorced,3339,Yes,10,3,7,7,7,7,7
28,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,1,1,Single,2080,No,5,2,3,2,1,2,1
25,0,Travel_Rarely,Research & Development,Medical,4,Female,3,1,2,Single,2096,No,2,2,2,2,2,1,1
32,0,Travel_Rarely,Sales,Medical,3,Male,4,2,4,Married,6209,No,10,4,10,7,0,8,8
45,0,Travel_Frequently,Research & Development,Medical,2,Female,3,5,2,Single,18061,No,22,3,0,0,0,0,25
39,0,Travel_Rarely,Research & Development,Medical,3,Female,2,4,2,Divorced,17123,Yes,21,3,19,9,15,2,13
58,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,3,Divorced,2372,No,2,3,2,2,2,2,23
32,1,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,2,3,Married,4883,No,10,3,10,4,1,1,7
39,1,Travel_Rarely,Research & Development,Medical,3,Male,3,1,1,Single,3904,No,6,3,5,2,0,3,23
30,0,Travel_Rarely,Research & Development,Technical Degree,1,Female,2,2,4,Married,4627,No,10,3,9,2,6,7,6
36,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,3,3,3,Married,7094,No,10,3,7,7,1,7,10
46,0,Travel_Rarely,Human Resources,Life Sciences,4,Female,3,1,1,Single,3423,No,10,4,7,6,5,7,1
28,0,Non-Travel,Research & Development,Life Sciences,3,Female,1,2,4,Married,6674,No,10,3,9,8,7,5,1
50,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,4,1,Married,16880,Yes,25,3,3,2,1,2,28
40,1,Travel_Rarely,Sales,Marketing,4,Male,2,3,2,Single,9094,Yes,9,3,5,4,1,0,25
52,1,Travel_Rarely,Sales,Life Sciences,2,Male,3,3,2,Single,8446,Yes,10,2,8,7,7,7,5
30,0,Travel_Rarely,Research & Development,Medical,2,Female,3,3,1,Married,11916,Yes,9,3,9,1,0,8,17
39,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,2,3,Single,4534,No,9,3,8,7,1,7,18
31,0,Non-Travel,Sales,Life Sciences,4,Female,3,3,3,Divorced,9852,Yes,10,2,10,8,9,6,2
41,0,Non-Travel,Sales,Medical,3,Male,1,2,2,Single,6151,No,19,3,19,2,11,9,10
